"coef","n","value"
"base_temp","prt",16.736626438428
"base_temp","rcam",25.4516481737087
"base_temp","rcz",8.67103821539112
"base_temp","rfa",9.03138263926635
"base_temp","ris",10.8480597429896
"base_temp","rjan57",20.6520923635414
"base_temp","rom",9.78681058603152
"base_temp","rsaf",24.2284823367832
"base_temp","rsam",21.4927416790525
"base_temp","rsas",20.9858725518744
"base_temp","rsl",8.7858601449269
"base_temp","rus",3.90054948685393
"base_temp","slo",9.07794276411818
"base_temp","sui",7.7412943538419
"base_temp","swe",5.45595290162547
"base_temp","tha",25.5388407303063
"base_temp","tur",12.8719048712317
"base_temp","ukr",9.08853838829032
"base_temp","usa",12.7292430552659
"base_temp","vnm",23.8167946335395
"base_temp","zaf",17.413086841951
"beta_precip","arg",1.75204539885037
"beta_precip","aus",-0.641763803394544
"beta_precip","aut",0.429484527522578
"beta_precip","bel",1.12683413193789
"beta_precip","bgr",-1.271061859179
"beta_precip","blt",2.24418334858914
"beta_precip","bra",-0.55252570638383
"beta_precip","can",2.78092821146303
"beta_precip","chl",-2.78038194460556
"beta_precip","chn",0.869673822989034
"beta_precip","cor",2.42677877313113
"beta_precip","cro",-0.521871134591717
"beta_precip","dnk",2.61478711089275
"beta_precip","egy",-0.443192530749246
"beta_precip","esp",-2.48668959205767
"beta_precip","fin",2.66571589523526
"beta_precip","fra",-0.718899871416405
"beta_precip","gbr",1.22218242170233
"beta_precip","golf57",0.074139177714342
"beta_precip","grc",-2.16206944757074
"beta_precip","hun",-0.247956501252992
"beta_precip","idn",-1.83654248174399
"beta_precip","irl",1.62029971994979
"beta_precip","ita",-1.41014769065952
"beta_precip","jpn",2.36831531922461
"beta_precip","meme",-1.43982943187516
"beta_precip","mex",-3.3598444341145
"beta_precip","mys",1.81955512998525
"beta_precip","nde",2.20758811854603
"beta_precip","nld",1.22107636951394
"beta_precip","noan",-2.01579220701168
"beta_precip","noap",-1.63839786525836
"beta_precip","nor",4.01281561843374
"beta_precip","oeu",-1.53714361177772
"beta_precip","osea",2.19410017618446
"beta_precip","pol",1.41070429263051
"beta_precip","prt",-2.92037866923805
"beta_precip","rcam",-3.51769432945068
"beta_precip","rcz",0.510019064602796
"beta_precip","rfa",1.19595582271398
"beta_precip","ris",0.64350940418792
"beta_precip","rjan57",2.94891160874871
"beta_precip","rom",-0.53438260702669
"beta_precip","rsaf",0.574210112491514
"beta_precip","rsam",1.01622461184509
"beta_precip","rsas",2.18280205978682
"beta_precip","rsl",0.454631697303295
"beta_precip","rus",1.84809424672992
"beta_precip","slo",0.171787379185089
"beta_precip","sui",-0.311560374652561
"beta_precip","swe",2.41033174084028
"beta_precip","tha",0.388776031610825
"beta_precip","tur",-1.76783299745544
"beta_precip","ukr",0.531676889582784
"beta_precip","usa",1.84199673789564
"beta_precip","vnm",-0.178472122972094
"beta_precip","zaf",-1.12926717172145
"beta_temp","arg",0.729014573963226
"beta_temp","aus",0.854993815287737
"beta_temp","aut",1.08319243354571
"beta_temp","bel",0.923551044488111
"beta_temp","bgr",1.14783114661874
"beta_temp","blt",1.26530754808011
"beta_temp","bra",0.91840363419451
"beta_temp","can",1.30848792312814
"beta_temp","chl",0.79555919407236
"beta_temp","chn",1.00789237682046
"beta_temp","cor",0.988534966723089
"beta_temp","cro",1.11228099261407
"beta_temp","dnk",0.971917877298653
"beta_temp","egy",0.996624237014188
"beta_temp","esp",1.04039934522414
"beta_temp","fin",1.46653406601182
"beta_temp","fra",0.983595993659103
"beta_temp","gbr",0.853309831920796
"beta_temp","golf57",1.16550502674891
"beta_temp","grc",1.06879090171367
"beta_temp","hun",1.15147621454052
"beta_temp","idn",0.777020840641852
"beta_temp","irl",0.719126872764937
"beta_temp","ita",1.03472692495997
"beta_temp","jpn",0.964398592271752
"beta_temp","meme",1.09088715945694
"beta_temp","mex",0.972279995118463
"beta_temp","mys",0.793124161934156
"beta_temp","nde",0.945125206524908
"beta_temp","nld",0.952227256445739
"beta_temp","noan",1.0744629013761
"beta_temp","noap",1.06251095094652
"beta_temp","nor",1.09919226887605
"beta_temp","oeu",1.10285138163694
"beta_temp","osea",0.789373027676599
"beta_temp","pol",1.1346894444362
"beta_temp","prt",0.852278780155416
"beta_temp","rcam",0.839024585713972
"beta_temp","rcz",1.11742420623415
"beta_temp","rfa",1.03250146728698
"beta_temp","ris",1.18580758981936
"beta_temp","rjan57",0.737855527116245
"beta_temp","rom",1.1469880502748
"beta_temp","rsaf",0.967424405255091
"beta_temp","rsam",0.95596640257466
"beta_temp","rsas",1.01969287534949
"beta_temp","rsl",1.1568813154951
"beta_temp","rus",1.36869037276494
"beta_temp","slo",1.10863216924643
"beta_temp","sui",1.06980424191371
"beta_temp","swe",1.17219173240222
"beta_temp","tha",0.844047241027087
"beta_temp","tur",1.08555264750004
"beta_temp","ukr",1.20442015248049
"beta_temp","usa",1.13443914525507
"beta_temp","vnm",0.828483191676519
"beta_temp","zaf",0.986548519731975
"r2_precip","arg",0.571042224176374
"r2_precip","aus",0.347454476896729
"r2_precip","aut",0.152863229905661
"r2_precip","bel",0.465282339052087
"r2_precip","bgr",0.621861042225024
"r2_precip","blt",0.852709878592398
"r2_precip","bra",0.119066428758393
"r2_precip","can",0.914122343003705
"r2_precip","chl",0.812041077356435
"r2_precip","chn",0.141268658701557
"r2_precip","cor",0.688277007505446
"r2_precip","cro",0.154469991646724
"r2_precip","dnk",0.858378096097894
"r2_precip","egy",0.892213702253793
"r2_precip","esp",0.902977252865934
"r2_precip","fin",0.943940997301332
"r2_precip","fra",0.313355784014558
"r2_precip","gbr",0.489436397282764
"r2_precip","golf57",0.319957458205648
"r2_precip","grc",0.819526357901236
"r2_precip","hun",0.046490596442452
"r2_precip","idn",0.119101182907178
"r2_precip","irl",0.609000642667593
"r2_precip","ita",0.545849108599351
"r2_precip","jpn",0.584464403816096
"r2_precip","meme",0.824291647164206
"r2_precip","mex",0.79396354997707
"r2_precip","mys",0.0906699261653446
"r2_precip","nde",0.806653830842962
"r2_precip","nld",0.494772363973156
"r2_precip","noan",0.90279812749735
"r2_precip","noap",0.895907048130507
"r2_precip","nor",0.953431859784948
"r2_precip","oeu",0.532803071732864
"r2_precip","osea",0.379142834260726
"r2_precip","pol",0.749919827396511
"r2_precip","prt",0.888709809840067
"r2_precip","rcam",0.586855247735008
"r2_precip","rcz",0.18976642112683
"r2_precip","rfa",0.619037853288034
"r2_precip","ris",0.439984395136003
"r2_precip","rjan57",0.361154491883389
"r2_precip","rom",0.20911512747157
"r2_precip","rsaf",0.337107954628741
"r2_precip","rsam",0.425345800910394
"r2_precip","rsas",0.418348372277834
"r2_precip","rsl",0.147407825537917
"r2_precip","rus",0.869823283591406
"r2_precip","slo",0.0222830486592506
"r2_precip","sui",0.0761682849167392
"r2_precip","swe",0.880716177587089
"r2_precip","tha",0.0345073496404446
"r2_precip","tur",0.861939437860151
"r2_precip","ukr",0.193593363553021
"r2_precip","usa",0.835650002971727
"r2_precip","vnm",0.00489173239809688
"r2_precip","zaf",0.501632201272715
"r2_temp","arg",0.94716135724106
"r2_temp","aus",0.992323627192983
"r2_temp","aut",0.9736531165736
"r2_temp","bel",0.984574037440604
"r2_temp","bgr",0.985414316543229
"r2_temp","blt",0.979555716966581
"r2_temp","bra",0.984079877206697
"r2_temp","can",0.993739033339006
"r2_temp","chl",0.938634665270556
"r2_temp","chn",0.989097351475833
"r2_temp","cor",0.990138342370893
"r2_temp","cro",0.982156769884293
"r2_temp","dnk",0.981572991734757
"r2_temp","egy",0.978914770536443
"r2_temp","esp",0.9867357679362
"r2_temp","fin",0.984492626627139
"r2_temp","fra",0.98450168296905
"r2_temp","gbr",0.979614913596927
"r2_temp","golf57",0.977559941975418
"r2_temp","grc",0.982456025426805
"r2_temp","hun",0.988298622248525
"r2_temp","idn",0.988762390923294
"r2_temp","irl",0.987128341362368
"r2_temp","ita",0.986266363387373
"r2_temp","jpn",0.989585708936326
"r2_temp","meme",0.980946954587897
"r2_temp","mex",0.995363602375157
"r2_temp","mys",0.994073568089701
"r2_temp","nde",0.953360687276302
"r2_temp","nld",0.982352111820947
"r2_temp","noan",0.974598169740201
"r2_temp","noap",0.972161501584577
"r2_temp","nor",0.973030184594361
"r2_temp","oeu",0.977847954817572
"r2_temp","osea",0.994536393249254
"r2_temp","pol",0.970329670277433
"r2_temp","prt",0.981121754225122
"r2_temp","rcam",0.994748088023336
"r2_temp","rcz",0.968668333860897
"r2_temp","rfa",0.97841729055557
"r2_temp","ris",0.983288223219114
"r2_temp","rjan57",0.988451861657326
"r2_temp","rom",0.97924236103846
"r2_temp","rsaf",0.984564138738273
"r2_temp","rsam",0.973421854145219
"r2_temp","rsas",0.969342102506564
"r2_temp","rsl",0.974895473762552
"r2_temp","rus",0.984340538832211
"r2_temp","slo",0.973501539542107
"r2_temp","sui",0.968946481922826
"r2_temp","swe",0.980513573695916
"r2_temp","tha",0.995119503533502
"r2_temp","tur",0.98021346673944
"r2_temp","ukr",0.980007179766626
"r2_temp","usa",0.996249939104337
"r2_temp","vnm",0.995726163415292
"r2_temp","zaf",0.982900974436342
