"","V1","n","V3","value"
"196","COACCH_NoSLR","hun","b1",0.0025251
"197","COACCH_NoSLR","hun","b2",0.00435683
"198","COACCH_NoSLR","idn","b1",0.0217792
"199","COACCH_NoSLR","idn","b2",0.00926347
"200","COACCH_NoSLR","irl","b1",0.0025251
"201","COACCH_NoSLR","irl","b2",0.00435683
"202","COACCH_NoSLR","ita","b1",0.0025251
"203","COACCH_NoSLR","ita","b2",0.00435683
"204","COACCH_NoSLR","jpn","b1",0.0034945
"205","COACCH_NoSLR","jpn","b2",0.00743434
"206","COACCH_NoSLR","meme","b1",0.0077572
"207","COACCH_NoSLR","meme","b2",0.00427075
"208","COACCH_NoSLR","mex","b1",0.0069609
"209","COACCH_NoSLR","mex","b2",0.00639028
"210","COACCH_NoSLR","mys","b1",0.0217792
"211","COACCH_NoSLR","mys","b2",0.00926347
"212","COACCH_NoSLR","nde","b1",0.0232289
"213","COACCH_NoSLR","nde","b2",0.01659984
"214","COACCH_NoSLR","nld","b1",0.0025251
"215","COACCH_NoSLR","nld","b2",0.00435683
"216","COACCH_NoSLR","noan","b1",0.0077572
"217","COACCH_NoSLR","noan","b2",0.00427075
"218","COACCH_NoSLR","noap","b1",0.0077572
"219","COACCH_NoSLR","noap","b2",0.00427075
"220","COACCH_NoSLR","nor","b1",0.0025251
"221","COACCH_NoSLR","nor","b2",0.00435683
"222","COACCH_NoSLR","oeu","b1",0.00252510000000113
"223","COACCH_NoSLR","oeu","b2",0.00435683000000074
"224","COACCH_NoSLR","osea","b1",0.0168136041172963
"225","COACCH_NoSLR","osea","b2",0.00311651143344429
"226","COACCH_NoSLR","pol","b1",0.0025251
"227","COACCH_NoSLR","pol","b2",0.00435683
"228","COACCH_NoSLR","prt","b1",0.0025251
"229","COACCH_NoSLR","prt","b2",0.00435683
"230","COACCH_NoSLR","rcam","b1",0.0069609
"231","COACCH_NoSLR","rcam","b2",0.00639028
"232","COACCH_NoSLR","rcz","b1",0.0025251
"233","COACCH_NoSLR","rcz","b2",0.00435683
"234","COACCH_NoSLR","rfa","b1",0.0025251
"235","COACCH_NoSLR","rfa","b2",0.00435683
"236","COACCH_NoSLR","ris","b1",0.0079225
"237","COACCH_NoSLR","ris","b2",0.00252031
"238","COACCH_NoSLR","rjan57","b1",0.0035125
"239","COACCH_NoSLR","rjan57","b2",0.00916241
"240","COACCH_NoSLR","rom","b1",0.0025251
"241","COACCH_NoSLR","rom","b2",0.00435683
"242","COACCH_NoSLR","rsaf","b1",0.0230932
"243","COACCH_NoSLR","rsaf","b2",0.01619439
"244","COACCH_NoSLR","rsam","b1",0.0069609
"245","COACCH_NoSLR","rsam","b2",0.00639028
"246","COACCH_NoSLR","rsas","b1",0.0278145
"247","COACCH_NoSLR","rsas","b2",0.00890457
"248","COACCH_NoSLR","rsl","b1",0.0025251
"249","COACCH_NoSLR","rsl","b2",0.00435683
"250","COACCH_NoSLR","rus","b1",0.0079225
"251","COACCH_NoSLR","rus","b2",0.00252031
"252","COACCH_NoSLR","slo","b1",0.0025251
"253","COACCH_NoSLR","slo","b2",0.00435683
"254","COACCH_NoSLR","sui","b1",0.0025251
"255","COACCH_NoSLR","sui","b2",0.00435683
"256","COACCH_NoSLR","swe","b1",0.0025251
"257","COACCH_NoSLR","swe","b2",0.00435683
"258","COACCH_NoSLR","tha","b1",0.0217792
"259","COACCH_NoSLR","tha","b2",0.00926347
"260","COACCH_NoSLR","tur","b1",0.0079225
"261","COACCH_NoSLR","tur","b2",0.00252031
"262","COACCH_NoSLR","ukr","b1",0.0079225
"263","COACCH_NoSLR","ukr","b2",0.00252031
"264","COACCH_NoSLR","usa","b1",0.0047181
"265","COACCH_NoSLR","usa","b2",0.00447729
"266","COACCH_NoSLR","vnm","b1",0.0217792
"267","COACCH_NoSLR","vnm","b2",0.00926347
"268","COACCH_NoSLR","zaf","b1",0.0035895
"269","COACCH_NoSLR","zaf","b2",0.01479902
"270","COACCH_NoSLR_high","arg","b1",0.008593
"271","COACCH_NoSLR_high","arg","b2",0.00746212
"272","COACCH_NoSLR_high","aus","b1",0.0047991
"273","COACCH_NoSLR_high","aus","b2",0.01000734
"274","COACCH_NoSLR_high","aut","b1",0.0031315
"275","COACCH_NoSLR_high","aut","b2",0.004755
"276","COACCH_NoSLR_high","bel","b1",0.0031315
"277","COACCH_NoSLR_high","bel","b2",0.004755
"278","COACCH_NoSLR_high","bgr","b1",0.0031315
"279","COACCH_NoSLR_high","bgr","b2",0.004755
"280","COACCH_NoSLR_high","blt","b1",0.0031315
"281","COACCH_NoSLR_high","blt","b2",0.004755
"282","COACCH_NoSLR_high","bra","b1",0.008593
"283","COACCH_NoSLR_high","bra","b2",0.00746212
"284","COACCH_NoSLR_high","can","b1",0.0060634
"285","COACCH_NoSLR_high","can","b2",0.006674
"286","COACCH_NoSLR_high","chl","b1",0.008593
"287","COACCH_NoSLR_high","chl","b2",0.00746212
"288","COACCH_NoSLR_high","chn","b1",0.0150807
"289","COACCH_NoSLR_high","chn","b2",0.00013737
"290","COACCH_NoSLR_high","cor","b1",0.00456
"291","COACCH_NoSLR_high","cor","b2",0.00813401
"292","COACCH_NoSLR_high","cro","b1",0.0031315
"293","COACCH_NoSLR_high","cro","b2",0.004755
"294","COACCH_NoSLR_high","dnk","b1",0.0031315
"295","COACCH_NoSLR_high","dnk","b2",0.004755
"296","COACCH_NoSLR_high","egy","b1",0.0093482
"297","COACCH_NoSLR_high","egy","b2",0.00531557
"298","COACCH_NoSLR_high","esp","b1",0.0031315
"299","COACCH_NoSLR_high","esp","b2",0.004755
"300","COACCH_NoSLR_high","fin","b1",0.0031315
"301","COACCH_NoSLR_high","fin","b2",0.004755
"302","COACCH_NoSLR_high","fra","b1",0.0031315
"303","COACCH_NoSLR_high","fra","b2",0.004755
"304","COACCH_NoSLR_high","gbr","b1",0.0031315
"305","COACCH_NoSLR_high","gbr","b2",0.004755
"306","COACCH_NoSLR_high","golf57","b1",0.0093482
"307","COACCH_NoSLR_high","golf57","b2",0.00531557
"308","COACCH_NoSLR_high","grc","b1",0.0031315
"309","COACCH_NoSLR_high","grc","b2",0.004755
"310","COACCH_NoSLR_high","hun","b1",0.0031315
"311","COACCH_NoSLR_high","hun","b2",0.004755
"312","COACCH_NoSLR_high","idn","b1",0.0253371
"313","COACCH_NoSLR_high","idn","b2",0.01159994
"314","COACCH_NoSLR_high","irl","b1",0.0031315
"315","COACCH_NoSLR_high","irl","b2",0.004755
"316","COACCH_NoSLR_high","ita","b1",0.0031315
"317","COACCH_NoSLR_high","ita","b2",0.004755
"318","COACCH_NoSLR_high","jpn","b1",0.00456
"319","COACCH_NoSLR_high","jpn","b2",0.00813401
"320","COACCH_NoSLR_high","meme","b1",0.0093482
"321","COACCH_NoSLR_high","meme","b2",0.00531557
"322","COACCH_NoSLR_high","mex","b1",0.008593
"323","COACCH_NoSLR_high","mex","b2",0.00746212
"324","COACCH_NoSLR_high","mys","b1",0.0253371
"325","COACCH_NoSLR_high","mys","b2",0.01159994
"326","COACCH_NoSLR_high","nde","b1",0.0278573
"327","COACCH_NoSLR_high","nde","b2",0.01963932
"328","COACCH_NoSLR_high","nld","b1",0.0031315
"329","COACCH_NoSLR_high","nld","b2",0.004755
"330","COACCH_NoSLR_high","noan","b1",0.0093482
"331","COACCH_NoSLR_high","noan","b2",0.00531557
"332","COACCH_NoSLR_high","noap","b1",0.0093482
"333","COACCH_NoSLR_high","noap","b2",0.00531557
"334","COACCH_NoSLR_high","nor","b1",0.0031315
"335","COACCH_NoSLR_high","nor","b2",0.004755
"336","COACCH_NoSLR_high","oeu","b1",0.00313150000000149
"337","COACCH_NoSLR_high","oeu","b2",0.00475500000000098
"338","COACCH_NoSLR_high","osea","b1",0.0189679922410129
"339","COACCH_NoSLR_high","osea","b2",0.00453130481050569
"340","COACCH_NoSLR_high","pol","b1",0.0031315
"341","COACCH_NoSLR_high","pol","b2",0.004755
"342","COACCH_NoSLR_high","prt","b1",0.0031315
"343","COACCH_NoSLR_high","prt","b2",0.004755
"344","COACCH_NoSLR_high","rcam","b1",0.008593
"345","COACCH_NoSLR_high","rcam","b2",0.00746212
"346","COACCH_NoSLR_high","rcz","b1",0.0031315
"347","COACCH_NoSLR_high","rcz","b2",0.004755
"348","COACCH_NoSLR_high","rfa","b1",0.0031315
"349","COACCH_NoSLR_high","rfa","b2",0.004755
"350","COACCH_NoSLR_high","ris","b1",0.009252
"351","COACCH_NoSLR_high","ris","b2",0.00339339
"352","COACCH_NoSLR_high","rjan57","b1",0.0047991
"353","COACCH_NoSLR_high","rjan57","b2",0.01000734
"354","COACCH_NoSLR_high","rom","b1",0.0031315
"355","COACCH_NoSLR_high","rom","b2",0.004755
"356","COACCH_NoSLR_high","rsaf","b1",0.0255015
"357","COACCH_NoSLR_high","rsaf","b2",0.01777592
"358","COACCH_NoSLR_high","rsam","b1",0.008593
"359","COACCH_NoSLR_high","rsam","b2",0.00746212
"360","COACCH_NoSLR_high","rsas","b1",0.0311076
"361","COACCH_NoSLR_high","rsas","b2",0.0110672
"362","COACCH_NoSLR_high","rsl","b1",0.0031315
"363","COACCH_NoSLR_high","rsl","b2",0.004755
"364","COACCH_NoSLR_high","rus","b1",0.009252
"365","COACCH_NoSLR_high","rus","b2",0.00339339
"366","COACCH_NoSLR_high","slo","b1",0.0031315
"367","COACCH_NoSLR_high","slo","b2",0.004755
"368","COACCH_NoSLR_high","sui","b1",0.0031315
"369","COACCH_NoSLR_high","sui","b2",0.004755
"370","COACCH_NoSLR_high","swe","b1",0.0031315
"371","COACCH_NoSLR_high","swe","b2",0.004755
"372","COACCH_NoSLR_high","tha","b1",0.0253371
"373","COACCH_NoSLR_high","tha","b2",0.01159994
"374","COACCH_NoSLR_high","tur","b1",0.009252
"375","COACCH_NoSLR_high","tur","b2",0.00339339
"376","COACCH_NoSLR_high","ukr","b1",0.009252
"377","COACCH_NoSLR_high","ukr","b2",0.00339339
"378","COACCH_NoSLR_high","usa","b1",0.0055251
"379","COACCH_NoSLR_high","usa","b2",0.00500723
"380","COACCH_NoSLR_high","vnm","b1",0.0253371
"381","COACCH_NoSLR_high","vnm","b2",0.01159994
"382","COACCH_NoSLR_high","zaf","b1",0.0048439
"383","COACCH_NoSLR_high","zaf","b2",0.01562279
"384","COACCH_NoSLR_low","arg","b1",0.0053287
"385","COACCH_NoSLR_low","arg","b2",0.00531844
"386","COACCH_NoSLR_low","aus","b1",0.0022258
"387","COACCH_NoSLR_low","aus","b2",0.00831748
"388","COACCH_NoSLR_low","aut","b1",0.0019188
"389","COACCH_NoSLR_low","aut","b2",0.00395866
"390","COACCH_NoSLR_low","bel","b1",0.0019188
"391","COACCH_NoSLR_low","bel","b2",0.00395866
"392","COACCH_NoSLR_low","bgr","b1",0.0019188
"393","COACCH_NoSLR_low","bgr","b2",0.00395866
"394","COACCH_NoSLR_low","blt","b1",0.0019188
"395","COACCH_NoSLR_low","blt","b2",0.00395866
"396","COACCH_NoSLR_low","bra","b1",0.0053287
"397","COACCH_NoSLR_low","bra","b2",0.00531844
"398","COACCH_NoSLR_low","can","b1",0.0034226
"399","COACCH_NoSLR_low","can","b2",0.00493977
"400","COACCH_NoSLR_low","chl","b1",0.0053287
"401","COACCH_NoSLR_low","chl","b2",0.00531844
"402","COACCH_NoSLR_low","chn","b1",0.0125069
"403","COACCH_NoSLR_low","chn","b2",-0.00155286
"404","COACCH_NoSLR_low","cor","b1",0.0024291
"405","COACCH_NoSLR_low","cor","b2",0.00673466
"406","COACCH_NoSLR_low","cro","b1",0.0019188
"407","COACCH_NoSLR_low","cro","b2",0.00395866
"408","COACCH_NoSLR_low","dnk","b1",0.0019188
"409","COACCH_NoSLR_low","dnk","b2",0.00395866
"410","COACCH_NoSLR_low","egy","b1",0.0061662
"411","COACCH_NoSLR_low","egy","b2",0.00322594
"412","COACCH_NoSLR_low","esp","b1",0.0019188
"413","COACCH_NoSLR_low","esp","b2",0.00395866
"414","COACCH_NoSLR_low","fin","b1",0.0019188
"415","COACCH_NoSLR_low","fin","b2",0.00395866
"416","COACCH_NoSLR_low","fra","b1",0.0019188
"417","COACCH_NoSLR_low","fra","b2",0.00395866
"418","COACCH_NoSLR_low","gbr","b1",0.0019188
"419","COACCH_NoSLR_low","gbr","b2",0.00395866
"420","COACCH_NoSLR_low","golf57","b1",0.0061662
"421","COACCH_NoSLR_low","golf57","b2",0.00322594
"422","COACCH_NoSLR_low","grc","b1",0.0019188
"423","COACCH_NoSLR_low","grc","b2",0.00395866
"424","COACCH_NoSLR_low","hun","b1",0.0019188
"425","COACCH_NoSLR_low","hun","b2",0.00395866
"426","COACCH_NoSLR_low","idn","b1",0.0182213
"427","COACCH_NoSLR_low","idn","b2",0.00692699
"428","COACCH_NoSLR_low","irl","b1",0.0019188
"429","COACCH_NoSLR_low","irl","b2",0.00395866
"430","COACCH_NoSLR_low","ita","b1",0.0019188
"431","COACCH_NoSLR_low","ita","b2",0.00395866
"432","COACCH_NoSLR_low","jpn","b1",0.0024291
"433","COACCH_NoSLR_low","jpn","b2",0.00673466
"434","COACCH_NoSLR_low","meme","b1",0.0061662
"435","COACCH_NoSLR_low","meme","b2",0.00322594
"436","COACCH_NoSLR_low","mex","b1",0.0053287
"437","COACCH_NoSLR_low","mex","b2",0.00531844
"438","COACCH_NoSLR_low","mys","b1",0.0182213
"439","COACCH_NoSLR_low","mys","b2",0.00692699
"440","COACCH_NoSLR_low","nde","b1",0.0186005
"441","COACCH_NoSLR_low","nde","b2",0.01356037
"442","COACCH_NoSLR_low","nld","b1",0.0019188
"443","COACCH_NoSLR_low","nld","b2",0.00395866
"444","COACCH_NoSLR_low","noan","b1",0.0061662
"445","COACCH_NoSLR_low","noan","b2",0.00322594
"446","COACCH_NoSLR_low","noap","b1",0.0061662
"447","COACCH_NoSLR_low","noap","b2",0.00322594
"448","COACCH_NoSLR_low","nor","b1",0.0019188
"449","COACCH_NoSLR_low","nor","b2",0.00395866
"450","COACCH_NoSLR_low","oeu","b1",0.00191880000000076
"451","COACCH_NoSLR_low","oeu","b2",0.0039586600000005
"452","COACCH_NoSLR_low","osea","b1",0.0146592159935797
"453","COACCH_NoSLR_low","osea","b2",0.00170172031727254
"454","COACCH_NoSLR_low","pol","b1",0.0019188
"455","COACCH_NoSLR_low","pol","b2",0.00395866
"456","COACCH_NoSLR_low","prt","b1",0.0019188
"457","COACCH_NoSLR_low","prt","b2",0.00395866
"458","COACCH_NoSLR_low","rcam","b1",0.0053287
"459","COACCH_NoSLR_low","rcam","b2",0.00531844
"460","COACCH_NoSLR_low","rcz","b1",0.0019188
"461","COACCH_NoSLR_low","rcz","b2",0.00395866
"462","COACCH_NoSLR_low","rfa","b1",0.0019188
"463","COACCH_NoSLR_low","rfa","b2",0.00395866
"464","COACCH_NoSLR_low","ris","b1",0.006593
"465","COACCH_NoSLR_low","ris","b2",0.00164722
"466","COACCH_NoSLR_low","rjan57","b1",0.0022258
"467","COACCH_NoSLR_low","rjan57","b2",0.00831748
"468","COACCH_NoSLR_low","rom","b1",0.0019188
"469","COACCH_NoSLR_low","rom","b2",0.00395866
"470","COACCH_NoSLR_low","rsaf","b1",0.0206849
"471","COACCH_NoSLR_low","rsaf","b2",0.01461286
"472","COACCH_NoSLR_low","rsam","b1",0.0053287
"473","COACCH_NoSLR_low","rsam","b2",0.00531844
"474","COACCH_NoSLR_low","rsas","b1",0.0245213
"475","COACCH_NoSLR_low","rsas","b2",0.00674194
"476","COACCH_NoSLR_low","rsl","b1",0.0019188
"477","COACCH_NoSLR_low","rsl","b2",0.00395866
"478","COACCH_NoSLR_low","rus","b1",0.006593
"479","COACCH_NoSLR_low","rus","b2",0.00164722
"480","COACCH_NoSLR_low","slo","b1",0.0019188
"481","COACCH_NoSLR_low","slo","b2",0.00395866
"482","COACCH_NoSLR_low","sui","b1",0.0019188
"483","COACCH_NoSLR_low","sui","b2",0.00395866
"484","COACCH_NoSLR_low","swe","b1",0.0019188
"485","COACCH_NoSLR_low","swe","b2",0.00395866
"486","COACCH_NoSLR_low","tha","b1",0.0182213
"487","COACCH_NoSLR_low","tha","b2",0.00692699
"488","COACCH_NoSLR_low","tur","b1",0.006593
"489","COACCH_NoSLR_low","tur","b2",0.00164722
"490","COACCH_NoSLR_low","ukr","b1",0.006593
"491","COACCH_NoSLR_low","ukr","b2",0.00164722
"492","COACCH_NoSLR_low","usa","b1",0.0039112
"493","COACCH_NoSLR_low","usa","b2",0.00394736
"494","COACCH_NoSLR_low","vnm","b1",0.0182213
"495","COACCH_NoSLR_low","vnm","b2",0.00692699
"496","COACCH_NoSLR_low","zaf","b1",0.0023352
"497","COACCH_NoSLR_low","zaf","b2",0.01397526
